id_relatorio_gestao,situacao_relatorio_gestao,parecer_relatorio_gestao,id_plano_acao,uf_beneficiario_plano_acao
4400,DISPONIBILIZADO,"Ações executadas com o recurso:
Os recursos recebidos no valor de R$ 100.000,00 (cem mil reais) foram empreendidos em ações de monitoramento no Município de Ibirá, na aquisição de câmeras de monitoramento inteligente que estão sendo instaladas em toda a cidade. 
A aquisição ocorreu através do Pregão Eletrônico 005/2022, Processo 093/2022, como empresa vencedora: FIBRA ÓTICA RIO PRETO EIRELI-EPP, CNPJ: 08.953.103/0001-88, Objeto: Contratação de empresa especializada em implantação de sistema de monitoramento de segurança por câmeras em diversos pontos do município de Ibirá. O contrato foi formalizado no valor de R$ 102.800,00 para a aquisição e serviços de instalação das câmeras, sendo pagamento com recursos federais a aquisição das câmeras (patrimônio) no valor de R$ 100.00,00 e como contrapartida do município o pagamento dos serviços de instalação no valor de R$ 2.800,00.
O pagamento referente à Nota Fiscal 4751 no valor de R$ 100.000,00 foi efetuado em 29/12/2022 em seu valor total com recursos federais à emenda de transferência especial, Nota de Empenho 11454.",13173,
4154,DISPONIBILIZADO,"LAUDO TÉCNICO – PRESTAÇÃO DE CONTAS
	

Trata-se de Laudo Técnico com vistas a ratificar os serviços executados pela empresa Acisa Construções e Empreendimentos, na obra da Praça AV Josué Sampaio, Contrato 088-2022, no Município de Amargosa.
Assegura-se que o avanço físico é 100% sendo compatível com os R$ 252.387,09 executados do contrato 088-2022.
Após visitas à obra, certificamos que os serviços foram executados com a qualidade esperada, a quantidade prevista foi certificada por medição in loco, conferida com o projeto executivo, as normas técnicas vigentes e atenderam a funcionalidade prevista para a obra.
Em comprovação dos atestes, em anexo, seguem Fotos comprobatórias da execução.




ROBSON LUIZ BARRETO DAS MERCES 
Engenheiro Civil
CREA 41599/D BA

",11207,
1430,DISPONIBILIZADO,Proposta com comprovação de ciência. ,18864,
7043,DISPONIBILIZADO,Recurso utilizado em infraestrutura viária ,16993,
4403,DISPONIBILIZADO,AQUISIÇÃO DE UM DISTRIBUIDOR DE ADUBO ORGÂNICO A VÁCUO (NOVO). ,13884,
9270,DISPONIBILIZADO,"Com fundamento na Instrução Normativa do TCU nº 93/2024, a Secretaria de Governo e Serviços
Públicos do Município de Pindamonhangaba presta esclarecimentos, por meio deste relatório, sobre a verba recebida no valor de R$ 150.000,00
(cento e cinquenta mil reais), oriunda da Emenda Parlamentar nº 202290320002, indicada pelo Deputado Federal
Rui Falcão.",22095,
2996,DISPONIBILIZADO,"Transferência Especial – Plano de Ação: 0903-003537| Programa: 0903
Parlamentar: 202040680014-SIDNEY LEITE
Valor: R$ 250.000,00 (duzentos e cinquenta mil reais)
Valor Pago/Liberado: R$ 250.000,00 (duzentos e cinquenta mil reais)

Recurso utilizado para complementação das obras de CONSTRUÇÃO DAS UNIDADE BÁSICA DE SAÚDE SÃO JOSÉ E UNIDADE BÁSICA DE SAÚDE EDILSON DE ALENCAR, oriundos do Termos de Contrato n° 033/2020 e 034/2020.
A população beneficiada estimada de 36.121",3537,AM
2657,DISPONIBILIZADO,"Construção de Referência de Assistência Social situada no Município de Israelândia - GO - Em execução, já foi realizado a licitação, a obra já foi iniciada com 1 boletim de medição.",11679,
8301,DISPONIBILIZADO,"Considerando que, pela Lei Estadual nº. 16.566/2017, Santa Cruz do Rio Pardo possui o título de Município de Interesse Turístico (MIT), e o turismo no Município está em ascensão, sendo de fundamental importância o fomento para crescimento desse setor, e vem sido realizado inúmeros investimentos afim de ampliar a oferta turística do município. Os recursos foram utilizados para custear shows para a Festa do Peão de Santa Cruz do Rio Pardo no ano da 2024, conforme destinação do Deputado em questão. Considerando que, segundo o Ministério do Turismo, “Turismo de Negócios & Eventos compreende o conjunto de atividades turísticas decorrentes dos encontros de interesse profissional, associativo, institucional, de caráter comercial, promocional, técnico, científico e social.”, sendo um segmento do turismo que vem crescendo cada vez mais, demonstrando um grande potencial para desenvolvimento do turismo, bem como a movimentação da economia. A Festa do peão é realizada anualmente no mês janeiro, em comemoração ao aniversário da cidade, onde em seus 04 dias de evento trazem para o município cerca de 18.000 pessoas por dia, movimentando toda a economia, sistema hoteleiro, restaurantes, postos de gasolina e comércio, assim como o incentivo a criação de novos negócios e aumento da produção de bens e serviços, uma vez que traz com ela, desenvolvimento às localidades, e possíveis melhorias na infraestrutura, trazendo benefícios aos turistas e à comunidade local.
Detalhadamente, os recursos foram usados da seguinte forma:
- Inexigibilidade nº 27/2023 - Pagamento parcial de apresentação artística do DJ Pedro Sampaio - Valor R$ 105.000,00
- Inexigibilidade nº 28/2023 - Pagamento parcial de apresentação artística da dupla Hugo e Guilherme - Valor R$ 95.000,00
- Inexigibilidade nº 29/2023 - Pagamento parcial de apresentação artística da dupla Maiara e Maraisa - Valor R$ 100.000,00",31218,
3035,DISPONIBILIZADO,"Sobre a utilização do recurso recebido, informamos que o Município de Avanhandava executou em sua totalidade o objeto de CONSTRUÇÃO DE PORTAIS NO MUNICÍPIO DE AVANHANDAVA, passando por todas as etapas de execução de recursos do Governo como: Elaboração de Projeto Básico Técnico, Processo Licitatório, Contrato e Documentos de Liquidação. Afim de comprovar toda a execução do Objeto e prestar contas do recurso recebido, segue em anexo os documentos gerados durante todo o processo.",3614,SP
2991,DISPONIBILIZADO,"Transferência Especial – Plano de Ação: 0903-004582| Programa: 0903
Parlamentar: 202039230011-BOSCO SARAIVA
Valor: R$ 1.500.000,00 (um milhão e quinhentos mil reais)
Valor Pago/Liberado: R$ 1.500.000,00 (um milhão e quinhentos mil reais)

Parecer:

Recurso utilizado para complementação das obras de CONSTRUÇÃO DAS UNIDADE BÁSICA DE SAÚDE SÃO JOSÉ E UNIDADE BÁSICA DE SAÚDE EDILSON DE ALENCAR, oriundos do Termos de Contrato n° 033/2020 e 034/2020.
A população beneficiada estimada de 36.121",4582,
10502,EM_ELABORACAO,"Realizado Instalação e Outorga de Poço Artesiano Tubular na localidade de Igrejinha do Divino interior do Município de São Pedro do Sul, o saldo do recurso está sendo reprogramado.",19462,
15615,DISPONIBILIZADO,Processo licitatorio,42210,
4689,EM_ELABORACAO,"RELATORIO DE GESTÃO
Objeto: Aquisição de Mesa Digital Interativa, para atender as necessidades da Secretaria de educação e Cultura desta Municipalidade, conforme as especificações, condições, quantidades e exigências estabelecidas no termo de referência.
Registro de Preços: 103 / 2022  Contrato:564/2022
Empresa vencedora: EKIPSUL COMERCIO DE EQUIPAMENTOS EDUCACIONAIS EIRELI – EPP   CNPJ: 04.603.900/0001-84
Declaramos que foi aberta licitação na data 21/06/2022 modalidade Pregão eletrônico do tipo menor preço por item, para aquisição de Mesas Digitais Interativas, através de Recursos Próprios da Secretaria Municipal de Educação desta municipalidade. O estimado inicial para aquisição foi de 20 Unidades. 
Na data de 14/12/2022 através do empenho 17604/2022, foram adquiridas 10 unidades da mesa digital. No ano de 2023 surgiu a necessidade de adquirir mais 03 Unidadespara fornecimento ao Cmeis municipais.
A contratação se deu devido a necessidade de fornecer aos docentes um trabalho pedagógico diferenciado, pautado em inovação e diversificação pertinentes ao âmbito do aprendizado globalizado, diminuindo distancias e fronteiras entre a sala de aula e as cidades do mundo contemporâneo, também visando oportunizar aos alunos das escolas e Cmeis municipais terem contato com equipamento tecnológico, que tragam atividades voltadas as experiências que propiciem o desenvolvimento da coordenação motora, do raciocínio lógico, das artes, da musicalização, da literatura, da alfabetização entre outros.
A Contrato firmado com o fornecedor iniciou-se em 11/07/2022 e possui vigência até a data de 10/07/2023.
A secretaria de Planejamento nos enviou comunicado sobre a inclusão de dotação oriunda de emenda parlamentar especial, no valor de R$ 100.000,00. Por esta emenda recebida conseguimos adquirir mais 03 Mesas Digitais, ao valor unitário R$ 27.840,00, totalizando valor de R$ 83.520,00 através do empenho 6866/23 as mesmas foram recebida na data de 18/05/2023, nota fiscal Nº 37.917 em anexo.
a)	Dados completos da EMENDA que originou o recurso;
Transferência Especial - Emenda Individual Impositiva 
Ref. Emenda Parlamentar 202240740002 - VERMELHO
b)	Onde houve o emprego do valor total da EMENDA;
Na compra de 03 mesas digital interativa, no valor de R$ 83.520,00 (Recurso Emenda Individual)
c)	A categoria da aplicação INVESTIMENTO
449052 – Equipamentos e Material Permanente
d)	A previsão de CONTRAPARTIDA (quando for o caso)
Não houve contrapartida do município
e)	Lei Orçamentária destes recursos
Lei nº 6.399 de 27/04/2023 em anexo
f)	DOTAÇÃO: Programa, Projeto e Atividade
0200	PODER EXECUTIVO	
02006	SECRETARIA MUNICIPAL DE EDUCAÇÃO E CULTURA
02006.123650006 2047	 MANUTENÇÃO DAS AÇÕES DA EDUCAÇÃO INFANTIL – 25% DOS IMPOSTOS
4.4.90.52.00.00	 Equipamentos e Material Permanente.   	
Fonte:	1.706.3110.000 (1608) – Emendas Individuais Impositivas - Transferência Especial 40740002
g)	Definição completa do OBJETO executado;
4.4 Das Especificações:
4.4.1 MESA DIGITAL INTERATIVA:
Recurso de apoio tecnológico multidisciplinar, com aplicativos educacionais embarcados que permitam explorar conteúdos curriculares desenvolvidos tendo como base as Diretrizes Curriculares Nacionais da Educação Básica e a BNCC – Base Nacional Comum Curricular.
Composto de um computador com tela sensível ao toque embutido em uma estrutura plástica em forma de mesa.

4.4.2 ESPECIFICAÇÕES TÉCNICAS MÍNIMAS DO EQUIPAMENTO:
•	Processador no padrão X86 com 04 núcleos reais de processamento de no mínimo 2 GHz;
•	Memória cachê de no mínimo 2MB;
•	Arquitetura 64 bits; 
•	Mínimo de 4 GB instalado, padrão DDR3 de no mínimo 666 MHz; 
•	Interface controladora de vídeo integrada deverá possuir alocação dinâmica de memória;
•	Taxa de atualização de 60 Hz ou superior.
•	 Unidade flash interna de capacidade de armazenamento de 64GB SSD (Sessenta e Quatro Gigabytes), interface tipo Serial ATA 3 de 6 Gb/s.
•	Controladora de som com conectores de saída e microfone integrado ao gabinete;
•	No mínimo 2 (duas) portas USB, sendo pelo menos 1 (uma) padrão USB 3.0 ou superior;
•	Controladora de Rede Wi-Fi padrão 802.11n ou superior;
•	No mínimo 1 (uma) saída de vídeo padrão VGA;
•	No mínimo 1 (uma) saída de vídeo padrão HDMI;
•	No mínimo 2 (dois) alto-falantes integrados ao gabinete do equipamento de, no mínimo, 10W.
•	Deverá possuir moldura frontal de liga metálica;
•	Deverá possuir botão liga/desliga para inicialização do equipamento;
•	Acabamento composto de superfícies não cortantes.
•	“Monitor integrado ao gabinete, com tamanho mínimo de 20”, proporção 16:9 e 16,7 milhões de cores;
•	Sensível ao toque tipo “Touch Screen”, a no mínimo 10 pontos de toque simultâneo;
•	Resolução mínima de 1920 x 1080 pixels;
•	Tempo de resposta de no mínimo 6 MS.
•	Fonte de alimentação com tensões de entrada de 100V à 240V, com ajuste automático.

4.4.3 ESPECIFICAÇÕES TÉCNICAS MÍNIMAS DA ESTRUTURA PLÁSTICA:
•	Estrutura composta por tampo e pés separados;
•	Deverá possuir suporte para o gabinete com fabricação em polietileno, e possuir no mínimo tratamento anti-UV e antiestético;
•	Deverá possuir, no máximo, as seguintes dimensões: largura 100cm X profundidade: 70cm X altura: 70cm;
•	Pés que permitam o apoio do tampo com segurança e que evitem o tombamento do equipamento, mesmo no caso do usuário se apoiar sobre a mesa.

4.4.4 ESPECIFICAÇÕES TÉCNICAS E PEDAGÓGICAS SOBRE O CONTEÚDO EMBARCADO NA MESA DIGITAL: 
•	Licença por unidade entregue do sistema operacional Microsoft Windows ou Linux.
•	Deverá possuir aplicativos indicados para crianças a partir de 3 anos, com as seguintes especificações mínimas:
•	**OFFLINE
•	Possuir proteção de conteúdo - para o usuário, não é possível fazer novas instalações e nem apagar os aplicativos instalados.
•	Possibilitar que as crianças utilizem a mesa interativa digital de forma compartilhada, ou seja, de 2 a 4 crianças ao mesmo tempo.
•	Possuir, no mínimo, 70 aplicativos já instalados no equipamento digital, composto de no mínimo 4 e-books, 2 ferramentas e 60 desafios.
•	Para acessar os aplicativos, um menu de navegação deverá estar disponível logo que o equipamento for ligado. Ao clicar sobre cada um dos ícones, deverão aparecer referências sobre a etapa de ensino para o qual o aplicativo é sugerido, bem como a área do conhecimento e abordagem curricular.  
•	Dentre os aplicativos, deverão incluir pelo menos 2 (dois) que possibilitem a autoria por parte do aluno e ou professor, permitindo a manipulação e o redirecionamento das informações de forma a desenvolver uma variedade de atividades alternativas. No mínimo, deverão explorar conteúdos de Língua Portuguesa e Matemática. 
•	Todos os aplicativos deverão conter os seguintes recursos mínimos: botão que pode ser acessado a qualquer momento com as orientações escritas e em áudio dos comandos e ações que devem ser executadas no aplicativo; botão de opções e configurações que permita ao usuário selecionar a listagens das pontuações conquistadas pelo usuário no aplicativo (quando houver), selecionar o nível de dificuldade ou categoria (quando houver), possibilidade de escolha ou troca dos jogadores (quando houver), jogar novamente, controlar o volume do som, ligar e desligar a música do jogo e voltar ao menu de navegação dos aplicativos.
•	Sempre que for necessário digitar, o aplicativo deverá disponibilizar um teclado virtual na tela.
•	O professor deverá ter acesso a uma área de gestão de aplicativos instalados no equipamento, por meio de senha, em que poderá selecionar os recursos dentro dos seus objetivos pedagógicos, para utilizar em uma determinada aula.  Desta forma, os alunos só terão acesso aos aplicativos selecionados pelo professor. Esta seleção de aplicativos deverá ser replicada para outros equipamentos por meio de um pen drive.
•	Incluir um livro impresso de apoio ao trabalho do professor, que aborde os seguintes tópicos relativos ao uso da mesa interativa educacional: a fundamentação teórica, orientações metodológicas, tipos de recursos, descrição sobre o processo de navegação e usabilidade, descrição dos aplicativos, sugestões de uso e orientações pedagógicas inclusivas.

h) Dados e anexos de documentos do Processo Licitatório realizado;
Anexo neste despacho.
i) Dados e anexo do Contrato celebrado (objeto, valores, prazos, responsáveis pelo acompanhamento fiscal, gestores.
Anexo neste despacho.
j) Dados da Execução: relacionar e anexar Notas Fiscais pagas, comprovantes dos pagamentos realizados e dos valores recolhidos referente a retenções.
Anexo neste despacho.
k) Justificar a necessidade de contrapartida 
Não houve contrapartida do município.
L) Conclusão
O Processo de aquisição ocorreu em observância ao devido processo licitatório, o equipamento foi recebido em conformidade com as especificações previstas em contrato, ao todo foram 13 unidades adquiridas, sendo 10 com recurso próprio e 03 através de emenda parlamentar. O equipamento foi distribuído e está sendo utilizado em sala de recursos para atendimento especial, em Escolas e Cmeis da rede pública em Palotina. As condições previstas em contrato estão em conformidade com o objetivo inicial da compra e não há nada até o momento que desabone a finalidade da aquisição do equipamento pedagógico.
Por ser a expressão da verdade firmam este relatório
Palotina, 20 de Junho de 2023.
FRANCIELE F. GUISSARDI KUKI
Gestor de Contrato
RENAN LUIZ DE LIMA NERY
Fiscal de Contrato
WESLEY MORAIS DE OLIVEIRA
Gestor designado do Convênio
ELCENI NAVA BOMFIM
SECRETÁRIA MUNICIPALDE EDUCAÇÃO E CULTURA
LUIZ ERNESTO DE GIACOMETTI
PREFEITO MUNICIPAL
",21128,
1541,DISPONIBILIZADO,Aquisição de veículo. ,21137,
4408,DISPONIBILIZADO,AQUISIÇÃO CABANAS INFANTIS PARA UTILIZAÇÃO NA ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL RAIO DE LUZ. ,21394,
15373,DISPONIBILIZADO,PRESTAÇÃO DE CONTAS.,41779,
4040,EM_ELABORACAO,"Relatorio de recursos de transferencia especial e o referido detalhamento da fase em que se encontra o processo de custeio e investimento no valor de R$ - 560.000,00(quinhentos e sessenta mil reais para recuperação de estradas, processos Licitat´rio nº Tomada de Preço 006/2022 vicinais na vila 1º de Março, aquisição de computadores para a Secretaria de meio Ambiente atraves da dispensa de licitação contrato nº1308010001 e construção de uma feira coberta na vila 1º de Março,  ",15384,
1206,DISPONIBILIZADO,Aquisição de uma Retroescavadeira ,12259,
3216,DISPONIBILIZADO,"Emenda Utilizada na Tomada de Preço nº 13-2020 tendo por objeto a Contratação de empresa especializada para execução de recapeamento e pavimentação asfáltica em diversas ruas do Município de Macatuba, com fornecimento de material, mão de obra e equipamentos necessários, conforme especificações do edital. O recurso financeiro provém da Emenda Parlamentar 20202356002, na modalidade de Transferência Especial, e contrapartida.
A obra foi de pavimentação asfáltica na Rua Boaventura Antônio de Azevedo e na Rua João Abel e de recapeamento asfáltico nas Rua Chile, Rua Antônio Alves Nunes e Rua José Cruzerá.
Com a obra de pavimentação e recapeamento concluída garantiu as boas condições de tráfego na cidade, segurança e qualidade de mobilidade de pedestres e condutores de veículos.
Foi utilizado para a realização desta obra o valor total disponibilizado pelo Governo Federal de R$ 250.000,00 acrescidos da Contrapartida no Município no valor de R$ 37.940,19. Desta forma, a obra total foi de R$ 287.940,19.",4470,
3782,DISPONIBILIZADO,"O município realizou Edital de Licitação, Modalidade Tomada de Preços TP 08/22, com Edital publicado dia 18/11/2022. Abertura da Licitação em 13/12/2022, e Homologação em 13/12/2022. A referida trata de uma obra de Pavimentação asfáltica em CBUQ, em trecho de parte da Rua São Francisco. No edital consta que: "" As despesas correrão pelas seguintes dotações orçamentárias: 1,074 (Obras Asfalto - Transf. Especial - Emenda Individual), vínculos 1023 (Transf. Esp. Emenda Ind. 202236660001) e 1024 (Transf. Esp. Emenda Ind. 202237930006), despesa 449051 (Obras e Instalações). 1,025 (Obras de Pavimentação Urbana), vínculo 0001 (Livre), despesa 449051 (Obras e Instalações).
A Empresa vencedora da Licitação: Enphase Pavimentações Ltda, CNPJ: 93.336.030/0001-54. O contrato firmado com a empresa foi o Conasjur 106/2022, assinado em 13/12/2022. O valor da Obra licitada foi de R$ 198.978,06, com um aditivo realizado em 29/12/2022 de mais R$ 1.079,28, totalizando R$ 200.057,34. A Obra teve Ordem de Início dia 19/12/2022. O primeiro Boletim de medição foi emitido em 26/12/2022, já num valor de R$ 160.182,92.",19478,
